FID,COMTY_NAME,CERT,Shape_Leng,Shape_Area,location,count_,rate,Date,Shape__Area,Shape__Length,geometry
1,GRANADA HILLS,yes,89564.6859031,426412801.094,GRANADA HILLS,172,295.58,2020-05-12,58185140.9179688,33094.5021254443,"{'rings': [[[-118.542187681414, 34.2986034577179], [-118.540841493527, 34.2988231259131], [-118.541652791531, 34.300365198224], [-118.542582973416, 34.3013444431445], [-118.543282324897, 34.303229807834], [-118.544283479135, 34.3039136636645], [-118.543702570909, 34.305726113387], [-118.545606769709, 34.3098009421293], [-118.547096870038, 34.3133215045668], [-118.545644168238, 34.3155177954245], [-118.54631679321, 34.3173390308127], [-118.534020433909, 34.3145659206805], [-118.506551115893, 34.3352371646293], [-118.505538366868, 34.3342906209792], [-118.505048219851, 34.3334871875762], [-118.501760536199, 34.3252193633289], [-118.499860593902, 34.3232130066878], [-118.494988502768, 34.3204129776915], [-118.490757261126, 34.3167146886614], [-118.487713679493, 34.312743213107], [-118.485812792829, 34.3104676906729], [-118.481413597121, 34.3053374090874], [-118.479892475084, 34.3036871487419], [-118.472514164004, 34.2962408430843], [-118.470670716426, 34.2943231175291], [-118.469855421132, 34.2932968520274], [-118.468986919982, 34.2922257903901], [-118.468605723691, 34.2915557478159], [-118.468225286178, 34.2910200052898], [-118.467897573877, 34.2904394046262], [-118.467677865118, 34.2896347753608], [-118.467619726104, 34.2890081358801], [-118.467615712133, 34.2882919799593], [-118.467879249141, 34.2871718799028], [-118.468246352046, 34.2853352082223], [-118.468824736288, 34.2825129393518], [-118.469086080742, 34.2813031948481], [-118.46932612203, 34.2801330341629], [-118.46946347445, 34.2795399862329], [-118.46962929533, 34.2790059065408], [-118.471311787436, 34.2741771496644], [-118.472180676106, 34.2700800803771], [-118.472106902275, 34.268741110185], [-118.472123597103, 34.2573585536742], [-118.502341570702, 34.2575474461016], [-118.515857772984, 34.2576132298783], [-118.520055909892, 34.2576282426234], [-118.521596792663, 34.2576813810732], [-118.523391908655, 34.2573751414689], [-118.523351576642, 34.2591236721651], [-118.529310195668, 34.2590977659984], [-118.529164924578, 34.2607186360197], [-118.529017521811, 34.261742876728], [-118.528769949855, 34.2631512306825], [-118.528331725298, 34.2645068321061], [-118.527805756617, 34.2650741645996], [-118.527399671529, 34.2657584463261], [-118.527197973431, 34.2663137149844], [-118.527148827508, 34.2666550123522], [-118.527090978823, 34.2671907634729], [-118.527230541831, 34.267801564956], [-118.527351265997, 34.2683118064173], [-118.527413915959, 34.2687979131198], [-118.527444817244, 34.2692357263249], [-118.527477065474, 34.2696247583881], [-118.527451734037, 34.2703300509442], [-118.527426522261, 34.2707924962107], [-118.527370172232, 34.2713035088722], [-118.527345419881, 34.2718387715141], [-118.52728891455, 34.2723253971684], [-118.527263122761, 34.2729582148275], [-118.527236984634, 34.2732743382776], [-118.527153113021, 34.2738830220591], [-118.527126702414, 34.2744182918403], [-118.527481409252, 34.2750247213266], [-118.527719962404, 34.2755832243048], [-118.527723498878, 34.2761424087341], [-118.527345758876, 34.276606389831], [-118.52714222122, 34.2768748530326], [-118.527026247842, 34.2771185480683], [-118.526882445554, 34.2774111384372], [-118.526824398356, 34.2776545812042], [-118.526795988317, 34.2778735064777], [-118.526815204336, 34.2782955701702], [-118.526776725763, 34.2790170635508], [-118.526821807842, 34.2793414641987], [-118.526869963556, 34.28015257352], [-118.526982616445, 34.2806927347442], [-118.527094414137, 34.2813593021543], [-118.527362652355, 34.2824219174416], [-118.527740536887, 34.2838086520094], [-118.528267975656, 34.2847619368164], [-118.528990974124, 34.2857504314684], [-118.529801028007, 34.2866299989171], [-118.533631738914, 34.2903060233806], [-118.542187681414, 34.2986034577179]]]}"
2,PORTER RANCH,yes,73616.9513499,226737095.965,PORTER RANCH,65,182.65,2020-05-12,30931729.6679688,27183.5524628711,"{'rings': [[[-118.596184032762, 34.2746173162268], [-118.593767561803, 34.2771665480509], [-118.592582045694, 34.2780355452103], [-118.592004276568, 34.2791842531634], [-118.591708850302, 34.280237462049], [-118.591863461588, 34.2805664567139], [-118.592220763841, 34.2824013486778], [-118.591988258479, 34.2822922256041], [-118.592624043449, 34.2872113217818], [-118.588096784246, 34.3029514679585], [-118.5850822198, 34.3034723702975], [-118.571694282616, 34.2985807834006], [-118.571593519642, 34.2978887845989], [-118.570943535626, 34.2967727634428], [-118.570165174464, 34.2957641681634], [-118.570162261169, 34.2953379119008], [-118.56868291901, 34.2947056335451], [-118.566185325406, 34.2957560457385], [-118.564524037595, 34.2968560959826], [-118.563535947549, 34.2978733026186], [-118.562067260835, 34.2988216302411], [-118.559922453476, 34.2991850148013], [-118.557396417226, 34.2992361673079], [-118.554761548187, 34.2971124512724], [-118.554441784898, 34.296576699273], [-118.553998823002, 34.2964348047716], [-118.549716514423, 34.2970087076232], [-118.54675374946, 34.2978581701515], [-118.542187681414, 34.2986034577179], [-118.533631738914, 34.2903060233806], [-118.529801028007, 34.2866299989171], [-118.528990974124, 34.2857504314684], [-118.528267975656, 34.2847619368164], [-118.527740536887, 34.2838086520094], [-118.527362652355, 34.2824219174416], [-118.527094414137, 34.2813593021543], [-118.526982616445, 34.2806927347442], [-118.526869963556, 34.28015257352], [-118.526821807842, 34.2793414641987], [-118.526776725763, 34.2790170635508], [-118.526815204336, 34.2782955701702], [-118.526795988317, 34.2778735064777], [-118.526824398356, 34.2776545812042], [-118.526882445554, 34.2774111384372], [-118.527026247842, 34.2771185480683], [-118.52714222122, 34.2768748530326], [-118.527345758876, 34.276606389831], [-118.527723498878, 34.2761424087341], [-118.527719962404, 34.2755832243048], [-118.527481409252, 34.2750247213266], [-118.527126702414, 34.2744182918403], [-118.527153113021, 34.2738830220591], [-118.527236984634, 34.2732743382776], [-118.527263122761, 34.2729582148275], [-118.52728891455, 34.2723253971684], [-118.527345419881, 34.2718387715141], [-118.527370172232, 34.2713035088722], [-118.527426522261, 34.2707924962107], [-118.527451734037, 34.2703300509442], [-118.527477065474, 34.2696247583881], [-118.527444817244, 34.2692357263249], [-118.527413915959, 34.2687979131198], [-118.527351265997, 34.2683118064173], [-118.527230541831, 34.267801564956], [-118.527090978823, 34.2671907634729], [-118.527148827508, 34.2666550123522], [-118.527197973431, 34.2663137149844], [-118.527399671529, 34.2657584463261], [-118.527805756617, 34.2650741645996], [-118.528331725298, 34.2645068321061], [-118.528769949855, 34.2631512306825], [-118.529017521811, 34.261742876728], [-118.529164924578, 34.2607186360197], [-118.529310195668, 34.2590977659984], [-118.523351576642, 34.2591236721651], [-118.523391908655, 34.2573751414689], [-118.560008781317, 34.2572964756872], [-118.560075507634, 34.2615684851619], [-118.560100341508, 34.2719262835548], [-118.560060927471, 34.2727116811683], [-118.567092540775, 34.2733521911072], [-118.571813875949, 34.2735199354129], [-118.590335401297, 34.2735028385185], [-118.591506539411, 34.2736465415093], [-118.592679073068, 34.2737531286483], [-118.593671716191, 34.2739310018468], [-118.594085970193, 34.2739997287533], [-118.594216920501, 34.2740279401538], [-118.595524709367, 34.2743007716034], [-118.596184032762, 34.2746173162268]]]}"
3,LAKEVIEW TERRACE,yes,75477.956189,144847138.594,LAKEVIEW TERRACE,72,548.24,2020-05-12,19758129.6328125,27863.4584491107,"{'rings': [[[-118.408340534981, 34.2867064835817], [-118.40755186123, 34.287230209121], [-118.406161679313, 34.2859265397578], [-118.402005813541, 34.2863828174132], [-118.401635257577, 34.2864304175096], [-118.401100347331, 34.2884439903647], [-118.400805792982, 34.2884635138075], [-118.400927959669, 34.2901176824404], [-118.400348493289, 34.2921688390872], [-118.400142737112, 34.2927579108117], [-118.399973786899, 34.2930827202011], [-118.399765214427, 34.2934303301889], [-118.397023511091, 34.2933644691716], [-118.396724494254, 34.2969751456821], [-118.393688533437, 34.2970224920556], [-118.39362899663, 34.2987899218839], [-118.387422317065, 34.2987724942956], [-118.387390757911, 34.2969675759536], [-118.382859510253, 34.2969349260206], [-118.382957082205, 34.2933063746034], [-118.382390848424, 34.2932892720377], [-118.382382661851, 34.2915031703853], [-118.386911740702, 34.2914887857488], [-118.386882025883, 34.2897216444915], [-118.384683747689, 34.2897286471236], [-118.384676378656, 34.2881304301525], [-118.385794915041, 34.284808796203], [-118.381758553542, 34.2839003582497], [-118.37709003688, 34.2833695291782], [-118.374805457077, 34.2836565631801], [-118.374704068439, 34.282825984106], [-118.372678233497, 34.2828597144885], [-118.373540459023, 34.2831974527358], [-118.373520524099, 34.2861394713424], [-118.369829234596, 34.2861370610296], [-118.370170990596, 34.2855641129956], [-118.370267562781, 34.2853185692805], [-118.37052608899, 34.2842691153], [-118.370507358692, 34.2837786747268], [-118.370554220251, 34.2835219478339], [-118.371322041216, 34.2823599868062], [-118.370163090738, 34.2819180337076], [-118.369532695163, 34.2834659890091], [-118.368914411669, 34.2832662483044], [-118.368097690822, 34.2819830656182], [-118.367493213239, 34.2804052101428], [-118.36740199435, 34.2803632382535], [-118.367282168363, 34.2805906455154], [-118.364325041015, 34.2807428119263], [-118.361257165564, 34.2797850905905], [-118.360481603985, 34.2799484973277], [-118.354783284642, 34.2788730413769], [-118.351741029002, 34.2788461942515], [-118.351713316873, 34.2824810410151], [-118.350837799424, 34.2825017854394], [-118.336053477001, 34.2825018109273], [-118.336036612645, 34.278314425283], [-118.336013733441, 34.2726328928721], [-118.337168735796, 34.2725843420879], [-118.338541083284, 34.2722610708699], [-118.339472638837, 34.271801970206], [-118.340351970561, 34.2715257440776], [-118.341338308777, 34.2711125019885], [-118.341943465085, 34.2709740874164], [-118.342546589058, 34.270743964158], [-118.343480325007, 34.2704222203871], [-118.344578456956, 34.2702363661149], [-118.344907226588, 34.2700987229573], [-118.34578448885, 34.2697310952275], [-118.346223754639, 34.2695017649305], [-118.347538175041, 34.2684029668398], [-118.349623804098, 34.2677127380162], [-118.358693130114, 34.2681880426722], [-118.36242990398, 34.2681769145082], [-118.36315144433, 34.2681750959513], [-118.363963313985, 34.2680149974453], [-118.364928648182, 34.2677541342138], [-118.365290190007, 34.2675521041335], [-118.365669873188, 34.2673359361808], [-118.366220906698, 34.2669471617944], [-118.366873969149, 34.2664289252634], [-118.369661430718, 34.2639545595053], [-118.369852396951, 34.2637300237878], [-118.371470647117, 34.2618304001106], [-118.372245066076, 34.2610823127328], [-118.373018268835, 34.2604352088235], [-118.373325481669, 34.260306828745], [-118.374666063623, 34.2599866797813], [-118.37670490344, 34.2596578198822], [-118.379783212353, 34.2593953957944], [-118.382456387793, 34.2595590674231], [-118.383551185235, 34.2597774955065], [-118.384184260323, 34.2599853587402], [-118.385908413467, 34.2606768082109], [-118.387549125377, 34.2612111839234], [-118.394523382877, 34.2635181818742], [-118.396986943064, 34.2644588391553], [-118.398654023075, 34.2656325497566], [-118.399541844881, 34.2664924612163], [-118.399341312302, 34.2681610933234], [-118.399416323699, 34.2693111815121], [-118.398227985691, 34.2706807978842], [-118.39696866508, 34.2717490547193], [-118.395898338992, 34.2725432641089], [-118.39483774539, 34.2732999931852], [-118.408576334661, 34.2865212364043], [-118.40834878441, 34.286700959993], [-118.408340534981, 34.2867064835817]]]}"
4,MISSION HILLS,yes,50728.5098497,106158634.444,MISSION HILLS,97,402.09,2020-05-12,14477571.9726563,18746.3950930888,"{'rings': [[[-118.470670716426, 34.2943231175291], [-118.46553809315, 34.2891501155822], [-118.458229419855, 34.2839700373166], [-118.456756960205, 34.2850064058015], [-118.456271248059, 34.2851775756637], [-118.45602487969, 34.2849236358074], [-118.452344604414, 34.2814500148211], [-118.447066003907, 34.2764729117299], [-118.446127894575, 34.2756059754168], [-118.44382874982, 34.27338244573], [-118.435619540316, 34.2793597343495], [-118.433825028583, 34.2777050739701], [-118.433767354023, 34.2774356439282], [-118.434461131927, 34.276854724071], [-118.434824840001, 34.2764577215126], [-118.435154106656, 34.2761216395889], [-118.435445304576, 34.275785692765], [-118.435771478522, 34.2751755173428], [-118.436753763908, 34.2734366820132], [-118.438060014994, 34.2709962964831], [-118.439149505893, 34.2688915838547], [-118.440094226748, 34.2672747946037], [-118.440932263854, 34.2661451083806], [-118.442050124309, 34.264735825611], [-118.442338022302, 34.2644146447615], [-118.442650209401, 34.2639930754809], [-118.442984924305, 34.2634515461942], [-118.443696474122, 34.261267110202], [-118.443928855616, 34.2598452521695], [-118.443849188064, 34.2582445503147], [-118.443516660566, 34.2573241930664], [-118.442993817853, 34.2560861186616], [-118.450509661282, 34.2506117042987], [-118.451955406459, 34.2499341107749], [-118.472134950358, 34.250005127003], [-118.472123597103, 34.2573585536742], [-118.472106902275, 34.268741110185], [-118.472180676106, 34.2700800803771], [-118.471311787436, 34.2741771496644], [-118.46962929533, 34.2790059065408], [-118.46946347445, 34.2795399862329], [-118.46932612203, 34.2801330341629], [-118.469086080742, 34.2813031948481], [-118.468824736288, 34.2825129393518], [-118.468246352046, 34.2853352082223], [-118.467879249141, 34.2871718799028], [-118.467615712133, 34.2882919799593], [-118.467619726104, 34.2890081358801], [-118.467677865118, 34.2896347753608], [-118.467897573877, 34.2904394046262], [-118.468225286178, 34.2910200052898], [-118.468605723691, 34.2915557478159], [-118.468986919982, 34.2922257903901], [-118.469855421132, 34.2932968520274], [-118.470670716426, 34.2943231175291]]]}"
5,ANGELES NATIONAL FOREST,yes,92240.8375421,145856538.549,ANGELES NATIONAL FOREST,0,0.0,2020-05-12,19894525.0546875,34046.5440552859,"{'rings': [[[-118.336053477001, 34.2825018109273], [-118.334939520894, 34.2825018057917], [-118.32689982726, 34.2824124869171], [-118.326811717177, 34.2861179020607], [-118.299565930586, 34.2861457724561], [-118.299334729803, 34.2932162984881], [-118.290610747883, 34.2932375461615], [-118.290622390123, 34.2927779353175], [-118.286298172609, 34.2926941190897], [-118.286344067507, 34.2920788293542], [-118.286408829976, 34.288762329087], [-118.286534687682, 34.282993887337], [-118.286662693691, 34.2783373012712], [-118.273707259713, 34.2780969552842], [-118.273646257241, 34.2817019675745], [-118.238794175444, 34.2815503841813], [-118.238896718703, 34.267070241291], [-118.256700366581, 34.2671540234388], [-118.256527139363, 34.2522543588816], [-118.265296940026, 34.2523790331958], [-118.265222160493, 34.2595676512421], [-118.278668048589, 34.2594576744097], [-118.27870558193, 34.2635687754819], [-118.280538774885, 34.2636040719626], [-118.280694374868, 34.2673986532808], [-118.287075211904, 34.2675418147537], [-118.287121085555, 34.2708617978186], [-118.29119213805, 34.2710654956335], [-118.29106928801, 34.2788378362469], [-118.296874141664, 34.2788891338633], [-118.301417875779, 34.2789370134593], [-118.304910173002, 34.2789460555666], [-118.305436264419, 34.2819703319274], [-118.311710743074, 34.2788988582734], [-118.336117214626, 34.2788335714915], [-118.336053477001, 34.2825018109273]]]}"
6,PACOIMA,yes,72215.5334812,181870919.208,PACOIMA,432,561.19,2020-05-12,24801272.2226563,26664.9888384567,"{'rings': [[[-118.41751097469, 34.2906957248092], [-118.414468700253, 34.2927564450905], [-118.408416923581, 34.2870947092785], [-118.408340534981, 34.2867064835817], [-118.40834878441, 34.286700959993], [-118.408576334661, 34.2865212364043], [-118.39483774539, 34.2732999931852], [-118.395898338992, 34.2725432641089], [-118.39696866508, 34.2717490547193], [-118.398227985691, 34.2706807978842], [-118.399416323699, 34.2693111815121], [-118.399341312302, 34.2681610933234], [-118.399541844881, 34.2664924612163], [-118.398654023075, 34.2656325497566], [-118.396986943064, 34.2644588391553], [-118.394523382877, 34.2635181818742], [-118.387549125377, 34.2612111839234], [-118.385908413467, 34.2606768082109], [-118.384184260323, 34.2599853587402], [-118.383551185235, 34.2597774955065], [-118.382456387793, 34.2595590674231], [-118.379783212353, 34.2593953957944], [-118.37670490344, 34.2596578198822], [-118.374666063623, 34.2599866797813], [-118.373325481669, 34.260306828745], [-118.373018268835, 34.2604352088235], [-118.372245066076, 34.2610823127328], [-118.371470647117, 34.2618304001106], [-118.369852396951, 34.2637300237878], [-118.369898270251, 34.26213232939], [-118.371172772859, 34.2603398963564], [-118.371776383917, 34.2595116164165], [-118.372743031242, 34.2584606680558], [-118.373541206137, 34.2578536725057], [-118.375944975842, 34.256631664071], [-118.377241554579, 34.2561096535041], [-118.378019923777, 34.255891515594], [-118.37978552893, 34.2555407863092], [-118.38852330662, 34.2571961407267], [-118.392460660714, 34.2545509609835], [-118.393401250021, 34.2554110885272], [-118.411342559483, 34.242249840462], [-118.409279690691, 34.2402632370452], [-118.411033371177, 34.2389280004653], [-118.407200679591, 34.2352862575637], [-118.409710885594, 34.2333999439423], [-118.415878526001, 34.2388410342839], [-118.418419671237, 34.2411648949377], [-118.418748735559, 34.2414629342547], [-118.419127670778, 34.2418078567023], [-118.42082768999, 34.2433078049044], [-118.422371841641, 34.2447268662917], [-118.424127497306, 34.246407935082], [-118.424277163847, 34.2465578575286], [-118.424401882222, 34.2466817623151], [-118.425163526934, 34.2474440350688], [-118.425504390703, 34.2477749894031], [-118.426827696747, 34.2490079131442], [-118.427827205739, 34.2500077106616], [-118.428633472074, 34.2507478200306], [-118.430887758702, 34.2528148218231], [-118.430992508089, 34.2529130294843], [-118.431717426084, 34.2535898640233], [-118.43182882498, 34.2536938865192], [-118.432437367056, 34.2542619023268], [-118.432578703348, 34.254395013526], [-118.433129051129, 34.254906902972], [-118.433528248642, 34.255307009507], [-118.435029653914, 34.256694807488], [-118.436748911356, 34.2582799919683], [-118.437430779496, 34.2589339342956], [-118.438222383478, 34.2596850248653], [-118.43898404002, 34.2604029016211], [-118.439828904696, 34.2612070299233], [-118.440131024208, 34.2617005532322], [-118.440519544878, 34.2622597108259], [-118.440811350953, 34.262678733438], [-118.441078656451, 34.2631582982243], [-118.442050124309, 34.264735825611], [-118.440932263854, 34.2661451083806], [-118.440094226748, 34.2672747946037], [-118.439149505893, 34.2688915838547], [-118.438060014994, 34.2709962964831], [-118.436753763908, 34.2734366820132], [-118.435771478522, 34.2751755173428], [-118.435445304576, 34.275785692765], [-118.435154106656, 34.2761216395889], [-118.434824840001, 34.2764577215126], [-118.434461131927, 34.276854724071], [-118.433767354023, 34.2774356439282], [-118.433825028583, 34.2777050739701], [-118.432474694705, 34.2787101378489], [-118.430665027534, 34.2805178324984], [-118.42975641987, 34.281176777351], [-118.429655835739, 34.2812509837931], [-118.428026432525, 34.2824057178264], [-118.417148387144, 34.2903524570612], [-118.41751097469, 34.2906957248092]]]}"
7,SUNLAND,yes,91881.137808,168360574.206,SUNLAND,111,543.9,2020-05-12,22957282.65625,33901.6007733897,"{'rings': [[[-118.33609350195, 34.278731927012], [-118.311595500706, 34.2789174722526], [-118.305366572079, 34.2819645638761], [-118.304939476491, 34.2789344168939], [-118.296942864113, 34.2789159203264], [-118.297196241529, 34.2784338434558], [-118.297431834687, 34.2781282498691], [-118.297666161764, 34.2779318879022], [-118.297968227743, 34.2777023833957], [-118.298858335804, 34.2771447744403], [-118.299800131603, 34.2766962590231], [-118.299564211201, 34.2764464417872], [-118.299429126434, 34.2761613402643], [-118.299400079605, 34.2759075761215], [-118.299455439396, 34.2756532606727], [-118.299560536581, 34.2754228651742], [-118.299743613784, 34.2752458610588], [-118.299998175709, 34.2751576420717], [-118.300521103426, 34.2751377971816], [-118.300732900384, 34.2751235319556], [-118.300974309767, 34.2750600735645], [-118.301132686686, 34.2749191946099], [-118.301254591538, 34.2747615754502], [-118.301444404178, 34.2746178690912], [-118.301773223842, 34.2744700386421], [-118.301816169955, 34.2744462311667], [-118.302227301649, 34.2741772868101], [-118.302448925174, 34.2741351717974], [-118.302688852297, 34.2741204893898], [-118.302983212801, 34.2740551780791], [-118.303188284337, 34.2740131031276], [-118.303321937651, 34.2739018228711], [-118.30339900163, 34.2737030948048], [-118.303365229553, 34.2735183847165], [-118.303263652303, 34.2733475838459], [-118.302940305051, 34.2731773370472], [-118.302572391359, 34.2730398326997], [-118.302300217389, 34.2728327034589], [-118.302570850755, 34.2726149452202], [-118.302814950713, 34.2723831689635], [-118.302923542565, 34.272207033225], [-118.302755143282, 34.2709520155264], [-118.302748486429, 34.2691171338246], [-118.302727984362, 34.2634654782739], [-118.302585932404, 34.2489326235747], [-118.302449860533, 34.2360368042649], [-118.302973837774, 34.2363738270949], [-118.303625574835, 34.2368139161353], [-118.305995844429, 34.2385257167415], [-118.307714424804, 34.2397977517827], [-118.308663248989, 34.2404823071922], [-118.309788561654, 34.2410193912084], [-118.310734486158, 34.2413607956382], [-118.311564060645, 34.2415547928732], [-118.315172102729, 34.2423801215181], [-118.316236807921, 34.2426225935265], [-118.317125058133, 34.2430128727459], [-118.317954317995, 34.2435506572625], [-118.319638167228, 34.2447511691423], [-118.36561980851, 34.2438213740608], [-118.365025899281, 34.2442078702968], [-118.363824947073, 34.2450080306011], [-118.362525921788, 34.2457078314651], [-118.361277401162, 34.246613902299], [-118.360178980905, 34.2470358853288], [-118.35953753357, 34.2471521729487], [-118.356281339376, 34.2471236741706], [-118.354630161335, 34.2471285229935], [-118.350725042532, 34.2474078195643], [-118.3488116782, 34.2480209755604], [-118.348171001181, 34.2483274914646], [-118.347530795678, 34.248748384084], [-118.34597779832, 34.2512918807293], [-118.345819864981, 34.2515107885918], [-118.344954586901, 34.2531303891837], [-118.343757314529, 34.2549017166464], [-118.341022049294, 34.2593294281671], [-118.340694148546, 34.2596710894918], [-118.340306396844, 34.259944563744], [-118.339753167101, 34.2602185021605], [-118.33917952286, 34.2603564742512], [-118.338462946676, 34.2603413054888], [-118.334851954385, 34.259857414734], [-118.334338577148, 34.2597568185708], [-118.333497152753, 34.2595547649388], [-118.33224610661, 34.2595413740413], [-118.330995800831, 34.2597148249145], [-118.33050289147, 34.2597673508292], [-118.329847682887, 34.2597863120351], [-118.334068099162, 34.2641163978478], [-118.334314053934, 34.2639625246285], [-118.335050875188, 34.2636540982459], [-118.336220966797, 34.2636848594279], [-118.339604727592, 34.2639989788346], [-118.341908715658, 34.2641085920368], [-118.344017589304, 34.264254782821], [-118.345395037222, 34.2644033683503], [-118.348975899824, 34.2655351904476], [-118.355398996092, 34.2660495960004], [-118.357783979939, 34.2661188252349], [-118.361544159658, 34.2661839086971], [-118.363558205193, 34.2661953953496], [-118.365146561135, 34.2661188269222], [-118.365749706871, 34.2659164109177], [-118.366507460999, 34.265498157747], [-118.369345564596, 34.2628800689437], [-118.369898270251, 34.26213232939], [-118.369852396951, 34.2637300237878], [-118.369661430718, 34.2639545595053], [-118.366873969149, 34.2664289252634], [-118.366220906698, 34.2669471617944], [-118.365669873188, 34.2673359361808], [-118.365290190007, 34.2675521041335], [-118.364928648182, 34.2677541342138], [-118.363963313985, 34.2680149974453], [-118.36315144433, 34.2681750959513], [-118.36242990398, 34.2681769145082], [-118.358693130114, 34.2681880426722], [-118.349623804098, 34.2677127380162], [-118.347538175041, 34.2684029668398], [-118.346223754639, 34.2695017649305], [-118.34578448885, 34.2697310952275], [-118.344907226588, 34.2700987229573], [-118.344578456956, 34.2702363661149], [-118.343480325007, 34.2704222203871], [-118.342546589058, 34.270743964158], [-118.341943465085, 34.2709740874164], [-118.341338308777, 34.2711125019885], [-118.340351970561, 34.2715257440776], [-118.339472638837, 34.271801970206], [-118.338541083284, 34.2722610708699], [-118.337168735796, 34.2725843420879], [-118.336013733441, 34.2726328928721], [-118.33609350195, 34.278731927012]]]}"
8,CHATSWORTH,yes,74278.4198822,310138171.398,CHATSWORTH,122,329.19,2020-05-12,42283190.5546875,27415.3012516732,"{'rings': [[[-118.596184032762, 34.2746173162268], [-118.595524709367, 34.2743007716034], [-118.594216920501, 34.2740279401538], [-118.594085970193, 34.2739997287533], [-118.593671716191, 34.2739310018468], [-118.592679073068, 34.2737531286483], [-118.591506539411, 34.2736465415093], [-118.590335401297, 34.2735028385185], [-118.571813875949, 34.2735199354129], [-118.567092540775, 34.2733521911072], [-118.560060927471, 34.2727116811683], [-118.560100341508, 34.2719262835548], [-118.560075507634, 34.2615684851619], [-118.560008781317, 34.2572964756872], [-118.562283692861, 34.2572467729278], [-118.562327428867, 34.2340208585759], [-118.571029481407, 34.2358050714952], [-118.571152817118, 34.2318286000835], [-118.580049316613, 34.231842618397], [-118.58055411228, 34.231879699089], [-118.581144150672, 34.2320427723003], [-118.581592868266, 34.2323408269593], [-118.581843638129, 34.2327188342792], [-118.581970345052, 34.2330974377464], [-118.581986656466, 34.2342507970262], [-118.582074933765, 34.2345742834681], [-118.582287444938, 34.2349208729221], [-118.582469353839, 34.2351491047034], [-118.582851427073, 34.2353763733025], [-118.583232783809, 34.2355009400523], [-118.583745763714, 34.2355221676097], [-118.588599201927, 34.2354845775196], [-118.605007598214, 34.2354067554237], [-118.61319337071, 34.2352247270122], [-118.614659799704, 34.2353234265086], [-118.617980061761, 34.2357829391752], [-118.619768528069, 34.2362505583515], [-118.621812238502, 34.2365578043162], [-118.623982877405, 34.2370233972868], [-118.625324023993, 34.2371755110843], [-118.626472482852, 34.2372224692342], [-118.628513054317, 34.2371060945889], [-118.631501806081, 34.2370235561349], [-118.629875917157, 34.2386004065762], [-118.632369128546, 34.2386121367351], [-118.632609881509, 34.2529172644414], [-118.632572274215, 34.263456096546], [-118.633471838787, 34.2696895244703], [-118.630206814065, 34.2723517835391], [-118.629260967815, 34.2731202824436], [-118.628050303183, 34.2738901477673], [-118.627069473926, 34.2744132147518], [-118.625922719199, 34.2748825167114], [-118.625071183737, 34.2752142621782], [-118.623989183442, 34.27549257376], [-118.622873465111, 34.2756892994664], [-118.62156244401, 34.275886673182], [-118.619133625028, 34.2762264631367], [-118.6164020867, 34.276591445559], [-118.613275773142, 34.27706828385], [-118.610373903467, 34.2774604421596], [-118.607624423319, 34.2778723755328], [-118.607144603359, 34.2778957352041], [-118.605933086921, 34.2779018038329], [-118.605326719555, 34.2778210252769], [-118.604998711319, 34.2777807588984], [-118.604592458525, 34.2776780238128], [-118.604239320632, 34.2775959751706], [-118.603809444973, 34.2774304959225], [-118.603301782031, 34.2772654036518], [-118.602289467329, 34.2768929477069], [-118.600437500822, 34.2762182567206], [-118.599798548391, 34.2759765157483], [-118.598950542949, 34.2756629851069], [-118.598255137494, 34.2753950666069], [-118.597486820785, 34.2751141069622], [-118.597143235099, 34.2749766888324], [-118.59665538293, 34.2748004785731], [-118.596184032762, 34.2746173162268]]]}"
